2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14
100,100.5,102.045,100.09,110.875,118.54499999999999,102.125,96.57499999999999,98.12,97.805,96.845,109.725,119.965,100.48,90.595,94.71000000000001,89.275,95.94,103.78999999999999,117.6,99.93,90.41,93.795,97.245,92.83500000000001,109.43,125.635,99.14,93.02,94.2,94.105,94.65,108.13499999999999,119.32,97.33,92.08,92.73,93.625,95.96,108.905,128.185,105.615,96.96,91.03999999999999,91.935,88.725,99.595,116.20500000000001,89.645,80.94999999999999,84.975,86.985,90.75,97.35,119.91,92.935,81.22,86.34,77.33,75.425,85.485,97.855,69.345,57.86,51.64,44.07,46.0,38.935,27.015,24.365000000000002,28.675,29.994999999999997,26.375,26.785,26.525,28.759999999999998,28.78,28.29,28.415,29.535,29.355,28.745,30.395,30.835,29.365000000000002,32.05,31.925,32.79,32.125,33.425,29.814999999999998,30.61,34.349999999999994
100,102.755,104.3,101.53999999999999,113.14500000000001,104.6,97.34,96.21000000000001,99.42,101.595,102.275,107.28,105.74000000000001,86.14,97.59,94.83500000000001,97.93,97.305,111.965,111.11500000000001,97.21000000000001,98.66,95.065,97.06,101.035,111.33500000000001,113.89,98.78,100.12,103.41499999999999,105.275,104.755,124.62,131.765,119.305,106.445,104.30000000000001,109.36,114.45,132.105,133.825,116.61500000000001,108.19,108.14,95.55,104.265,110.9,108.015,86.53999999999999,100.41,100.535,102.36,110.06,118.36,112.865,95.82,98.09,93.435,96.035,82.675,73.795,58.75,50.43,46.525,47.355000000000004,42.11,40.175,40.455,27.76,30.314999999999998,24.21,19.990000000000002,19.189999999999998,20.549999999999997,22.865,20.86,21.13,24.4,26.314999999999998,26.645,29.7,29.21,29.915,29.77,31.32,33.754999999999995,34.475,37.06,36.769999999999996,29.779999999999998,25.744999999999997,33.54,29.82
100,99.70333333333333,103.93333333333334,106.65333333333332,122.46999999999998,117.8,99.20333333333332,98.38333333333334,100.49333333333334,107.48,109.76666666666667,120.05333333333333,117.29666666666667,100.46333333333332,102.57333333333334,104.90333333333335,107.33666666666666,109.06666666666666,124.77,126.61000000000001,109.26333333333334,113.61000000000001,109.40666666666668,112.07333333333334,114.55333333333333,136.2433333333333,135.95333333333335,114.75999999999999,110.27666666666666,117.40333333333332,123.38666666666666,129.03,155.5966666666667,153.61333333333334,126.94333333333334,130.12666666666667,129.99333333333334,129.99333333333334,131.66,142.52666666666667,147.73000000000002,119.04,127.58333333333333,131.16333333333333,127.96333333333332,128.79333333333332,135.65666666666667,130.82333333333332,116.17333333333333,115.18333333333332,112.66333333333334,122.64666666666666,121.17,135.74333333333334,125.17666666666666,112.84333333333332,107.84666666666668,99.24666666666667,97.18333333333334,86.70333333333333,69.55,49.03333333333333,44.026666666666664,31.486666666666668,29.686666666666667,30.55,30.266666666666666,28.993333333333336,21.173333333333332,23.386666666666667,27.863333333333333,29.810000000000002,30.436666666666667,29.689999999999998,34.35,34.6,27.340000000000003,31.183333333333334,30.48333333333333,34.309999999999995,35.556666666666665,33.04333333333333,32.06666666666667,40.85333333333333,39.94,43.953333333333326,46.24,48.4,44.78333333333333,46.35333333333333,45.73666666666667,33.46333333333333,41.18666666666667
100,100.35666666666667,102.60333333333334,103.89999999999999,117.77666666666669,113.53666666666668,100.66000000000001,100.50666666666666,102.41666666666667,105.13,105.69666666666667,120.16666666666667,117.14666666666666,95.58333333333333,99.61000000000001,104.85666666666667,108.94,111.55333333333334,131.89,125.27666666666666,110.28000000000002,104.64666666666666,105.41000000000001,109.16666666666667,106.94333333333333,120.26666666666667,116.26666666666667,90.85666666666667,102.77333333333333,106.38,105.35333333333334,111.60666666666667,122.99333333333334,113.97666666666665,95.87,101.71666666666665,108.92,113.86333333333334,118.47333333333334,131.42666666666665,119.44,99.42,102.40666666666668,104.59999999999998,108.01666666666667,110.86,131.04999999999998,124.13333333333333,103.37,102.30333333333334,105.73,107.55,109.88666666666666,123.90333333333335,122.34666666666665,97.56,97.65333333333335,95.21999999999998,86.59666666666668,57.07,58.026666666666664,56.203333333333326,45.69,50.403333333333336,45.61000000000001,42.376666666666665,48.413333333333334,47.68333333333333,47.67333333333334,44.699999999999996,45.79666666666666,46.72,48.72333333333333,50.04666666666666,52.54999999999999,51.833333333333336,45.89000000000001,48.88,53.56666666666666,50.9,50.60999999999999,53.160000000000004,54.723333333333336,60.423333333333325,66.55333333333333,67.76,68.63000000000001,60.03333333333334,60.97333333333333,56.629999999999995,58.46333333333333,56.49666666666667,59.57666666666666
100,97.61500000000001,102.44,108.50999999999999,92.415,98.28,98.82,100.55,101.755,109.15,125.07499999999999,108.78,107.91499999999999,120.03,123.945,120.005,126.105,132.82,126.26,122.115,123.39500000000001,120.995,120.555,127.185,126.47999999999999,117.495,116.015,104.435,109.57,109.37,114.82499999999999,125.485,116.25,117.055,108.515,107.015,108.07499999999999,115.13,119.67500000000001,109.36,112.995,105.235,146.04,103.435,116.295,126.07,112.64,115.21000000000001,105.95500000000001,106.705,110.125,112.94,124.735,109.885,110.9,107.35,101.505,106.08000000000001,109.88,42.879999999999995,52.05,77.22999999999999,86.63,82.75,75.175,71.03999999999999,61.91,47.56,49.35,46.29,42.32,39.815,37.150000000000006,37.285,24.630000000000003,30.325,40.555,38.705,37.545,42.45,41.785,28.185,34.135,42.035,43.269999999999996,43.39,41.4,45.825,33.95,39.92,50.504999999999995,50.81,50.65
100,103.08999999999999,103.54333333333334,108.83666666666666,138.49,136.73333333333332,102.25666666666666,105.75,108.59666666666668,105.01666666666667,110.03333333333335,144.23666666666668,155.3033333333333,108.54333333333334,102.78333333333335,104.18666666666667,113.33,116.24666666666667,133.86,146.53333333333333,109.58333333333333,104.93666666666667,112.83,114.00999999999999,119.91000000000001,160.74666666666667,161.38,118.47666666666667,114.06666666666666,120.52666666666669,123.44333333333334,132.65,174.88666666666666,165.85,132.80666666666667,142.74666666666667,137.37333333333333,142.16333333333333,151.71,160.73333333333332,141.42666666666668,130.00666666666666,130.26,150.37,138.32666666666668,146.45,151.09666666666666,142.56,102.54,110.07333333333334,110.41333333333334,110.65666666666665,126.67333333333333,157.71666666666667,158.33333333333334,122.96333333333332,112.98666666666668,110.13666666666667,108.37333333333333,88.76,87.37,73.60666666666667,59.10333333333333,49.24333333333333,52.49666666666667,44.93333333333334,55.25,60.81,51.99,56.54333333333333,51.60999999999999,51.71,50.82,50.663333333333334,50.776666666666664,55.35,43.29999999999999,39.410000000000004,42.46,45.303333333333335,45.370000000000005,45.223333333333336,53.78333333333333,56.083333333333336,58.78666666666667,61.59,62.20666666666667,58.46666666666667,62.24333333333333,57.973333333333336,39.69333333333333,53.00333333333333,50.31333333333333
100,99.30333333333333,101.98,103.64333333333333,111.56666666666666,111.44333333333333,100.38,100.48333333333333,101.37,101.22666666666667,102.69333333333334,112.02666666666666,112.16666666666667,98.02,94.91000000000001,100.00666666666666,100.16000000000001,99.33333333333333,112.72666666666665,109.13999999999999,98.35666666666667,99.49666666666667,101.0,101.54666666666667,102.89,113.71666666666665,117.69666666666667,98.18666666666667,98.90666666666665,103.75333333333333,103.17666666666666,113.55666666666667,122.31333333333333,118.81,99.42666666666666,102.47333333333334,105.90666666666668,110.25666666666666,106.21333333333332,117.79,118.30333333333333,106.37,106.38666666666666,107.82666666666667,111.14999999999999,109.45333333333333,120.66000000000001,121.11333333333333,97.89999999999999,102.77,101.58,99.71,101.94333333333333,118.92333333333333,116.40333333333332,101.25333333333333,94.22333333333334,93.58666666666666,90.86666666666667,81.94333333333333,81.02,79.08,66.52666666666667,62.873333333333335,56.596666666666664,57.203333333333326,60.73,63.13666666666666,57.74,58.080000000000005,53.89333333333334,55.30666666666667,54.656666666666666,58.22,59.24666666666667,59.18000000000001,55.98333333333333,55.06666666666666,54.120000000000005,57.59,55.73,55.306666666666665,59.29,60.31333333333333,60.62333333333333,60.71666666666666,64.64666666666666,62.96333333333333,61.01333333333334,60.14666666666667,42.63999999999999,60.830000000000005,57.343333333333334
100,102.62,105.21333333333332,110.74000000000001,112.33999999999999,120.48333333333333,88.58666666666666,92.79666666666667,94.0,96.94666666666667,97.61333333333334,109.00333333333333,111.81,80.39999999999999,87.41333333333334,91.55,98.37333333333333,97.82333333333334,110.09666666666668,121.95666666666666,86.20333333333333,91.98333333333333,93.54333333333334,100.29333333333334,101.8,110.85333333333334,116.95666666666666,84.25,93.48666666666666,95.90999999999998,100.91666666666667,102.99666666666667,118.87333333333333,123.42999999999999,90.98,101.92,105.09333333333332,104.12666666666667,107.34333333333335,117.54,125.29666666666667,94.03000000000002,101.12333333333333,101.57333333333334,103.83666666666666,104.04333333333334,116.40333333333335,118.08333333333333,82.92999999999999,89.42,94.41000000000001,95.72666666666667,96.87333333333333,107.94666666666667,114.83,80.28999999999999,85.57333333333332,88.12333333333333,93.13,84.60333333333334,82.64999999999999,75.82333333333334,44.97,40.18,22.169999999999998,17.956666666666667,17.746666666666666,16.44333333333333,13.116666666666667,12.113333333333335,17.363333333333333,17.39,16.69333333333333,16.236666666666668,15.976666666666667,14.590000000000002,12.766666666666666,15.933333333333332,16.623333333333335,16.82,16.886666666666667,16.73,15.116666666666665,15.103333333333333,17.73,18.313333333333333,18.296666666666667,18.55333333333333,18.64,16.19666666666667,13.653333333333334,15.973333333333334,20.41333333333333
100,102.73333333333333,104.13666666666666,106.91333333333334,117.61,121.31,99.02666666666666,99.74000000000001,102.17,101.23666666666668,103.42666666666666,114.63333333333333,120.57,96.97333333333334,100.84666666666668,101.58333333333333,100.88,104.75999999999999,120.18333333333334,123.53666666666668,100.72000000000001,104.55333333333333,105.97333333333334,105.57000000000001,105.48666666666668,120.90666666666668,129.65666666666667,97.47333333333331,100.82333333333332,106.04333333333334,107.81,112.35666666666667,130.94,138.23,107.74000000000001,125.73,121.77,117.52333333333333,121.62666666666667,134.30666666666664,139.77666666666667,106.82666666666667,115.52,113.63,109.36000000000001,114.35333333333334,126.09666666666668,131.26333333333332,108.37,107.74333333333334,107.83,106.52666666666666,108.41333333333334,119.72000000000001,129.19333333333333,104.76666666666667,102.21333333333332,99.19333333333333,98.32000000000001,89.82666666666667,85.65333333333335,83.80666666666666,70.68333333333334,66.05,58.79,54.553333333333335,48.673333333333325,43.373333333333335,34.46666666666667,37.550000000000004,39.526666666666664,40.126666666666665,40.556666666666665,41.766666666666666,44.54666666666666,45.57,35.20333333333333,41.63,45.23333333333333,45.77,45.93,43.906666666666666,46.54333333333333,56.53333333333334,55.26333333333333,55.73666666666667,56.60666666666666,54.23,55.03333333333334,51.620000000000005,50.63666666666668,48.85666666666666,52.626666666666665
100,100.565,101.24,104.72,115.32,120.465,101.625,95.66,96.58,100.33500000000001,100.145,115.225,123.82,104.67,94.50999999999999,98.42,101.395,105.33500000000001,118.87,127.38499999999999,110.905,96.905,101.615,95.035,101.62,126.91499999999999,128.655,114.805,104.425,107.68,109.865,117.50999999999999,136.81,140.38,122.86,122.07,125.525,121.16,129.385,128.54500000000002,133.44,118.09,109.92500000000001,108.05000000000001,106.52,110.34,124.98500000000001,127.79499999999999,116.28,115.825,98.71000000000001,99.72,108.03999999999999,114.88,118.99000000000001,103.41999999999999,93.03,95.37,90.005,79.995,70.28,49.865,36.69499999999999,35.480000000000004,34.265,30.37,29.589999999999996,31.090000000000003,28.119999999999997,27.54,19.92,21.67,18.955,20.799999999999997,20.78,22.335,23.765,27.275,26.745,23.925,27.515,24.125,18.939999999999998,18.97,24.605,25.385,28.455,29.78,32.385,32.085,32.63,34.235,34.480000000000004
