total cases,total deaths,active cases,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,StringencyIndex,pop,density,medianage,urbanpop,smokers,lung,gdp2019,healthexp,healthperpop,avgtemp,avghumidity
30217,649,28242,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
34109,725,31802,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
38226,812,35568,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
42282,908,39232,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
47029,1006,43600,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
52167,1101,48101,3.0,1.0,2.0,0.0,2.0,3.0,2.0,4.0,74.08,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
56956,1198,52312,3.0,1.0,2.0,0.0,2.0,3.0,2.0,4.0,74.08,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
61049,1296,55796,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
65111,1403,58909,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
69392,1518,62200,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
74193,1643,65461,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
78546,1769,68146,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
82329,1890,69986,3.0,1.0,2.0,0.0,2.0,3.0,2.0,4.0,74.08,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
86306,2017,72313,3.0,1.0,2.0,0.0,2.0,3.0,2.0,4.0,74.08,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
90980,2140,75410,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
95591,2259,78414,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
98674,2376,79821,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
101790,2491,80808,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
104912,2600,80575,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
107773,2706,79485,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
110130,2805,78185,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
112261,2900,75570,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
114653,2992,72852,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
117589,3081,70468,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
120204,3174,68144,3.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,74.61,84339067.0,110.0,32.0,76.0,25.95,35.63,743708.0,996.0,11.80947378,8.7,67.53333333
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.33,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
7,0,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.27,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
13,0,11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.27,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
14,0,11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.27,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
17,0,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.27,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
20,0,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.27,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
20,0,17,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,24.21,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
28,0,25,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,24.21,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
34,0,31,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,24.21,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
45,0,37,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,24.21,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
59,0,51,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,24.21,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
63,0,55,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,24.21,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
93,0,85,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,37.97,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
114,0,106,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,41.14,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
147,0,139,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,41.14,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
199,1,190,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,44.31,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
253,1,240,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,44.31,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
306,1,289,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,49.61,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
367,1,350,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,49.61,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
438,1,420,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
495,1,472,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
658,3,626,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
840,3,799,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
1036,4,987,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
1264,4,1211,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
1534,8,1462,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,52.78,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
1836,9,1761,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2337,17,2199,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
2777,24,2563,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
3548,30,3283,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
4149,34,3834,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
4731,43,4355,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
5389,45,4989,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
6343,47,5890,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
7497,58,6945,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
8672,63,8029,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
10131,76,9357,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,63.89,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
11917,94,11028,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
13584,106,12433,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
15770,130,14349,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
18328,148,16710,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
21102,170,19238,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
24490,198,22306,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
27938,232,25402,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
32008,273,29145,3.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,71.83,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
36793,313,33423,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,82.94,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
42853,361,39201,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,82.94,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
47121,405,43270,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,82.94,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
52763,456,48434,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,82.94,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
57999,513,53066,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,82.94,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
62773,555,57327,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,82.94,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
68622,615,62439,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
74588,681,67657,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
80949,747,73435,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
87147,794,79007,3.0,3.0,2.0,4.0,0.0,3.0,0.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
93558,867,84235,3.0,3.0,2.0,4.0,0.0,3.0,0.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
99399,972,88141,3.0,3.0,2.0,4.0,0.0,3.0,0.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
106498,1073,93806,3.0,3.0,2.0,4.0,0.0,3.0,0.0,3.0,63.5,145934462.0,9.0,40.0,74.0,40.9,14.51,1637892.0,1414.0,9.689280932,2.016666667,85.46666667
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
5,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.97,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
18,4,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.97,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
29,6,23,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.11,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
43,8,34,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.11,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
61,12,46,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.11,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
95,16,54,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.11,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
139,19,95,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
245,26,165,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
388,34,281,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
593,43,427,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
978,54,749,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
1501,66,1144,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
2336,77,1824,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
2922,92,2278,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,20.9,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
3513,108,2666,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
4747,124,3710,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
5823,145,4009,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
6566,194,4238,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
7161,237,4530,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
8042,291,5020,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
9000,354,5687,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
10075,429,6370,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,43.12,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
11364,514,7321,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
12729,611,7779,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
13938,724,8624,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
14991,853,9142,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
16169,988,9792,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
17361,1135,10516,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,40.47,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
18407,1284,11144,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,46.29,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
19644,1433,11466,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,46.29,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
20610,1556,11419,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,46.29,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
21638,1685,12040,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
23049,1812,12861,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
24811,1934,13964,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
27017,2077,15315,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
29406,2234,16715,3.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,54.23,83992949.0,52.0,32.0,76.0,11.1,18.84,458500.0,1262.0,15.02507074,11.91666667,44.28333333
